origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour,quarter
LAS,2015,1,1,0,40,4,21.8,70,11.5078,13.24294608,0,1013.9,10,1/1/2015 0:00,1
LAS,2015,1,1,1,39,14,35.51,80,10.35702,11.91865148,0,1014.1,10,1/1/2015 1:00,1
LAS,2015,1,1,2,39,16,38.72,70,14.96014,17.21582991,0,1014.6,10,1/1/2015 2:00,1
LAS,2015,1,1,3,37,18,45.58,NA,5.7539,6.621473042,0,1015.4,10,1/1/2015 3:00,1
LAS,2015,1,1,4,37,16,41.84,170,5.7539,6.621473042,0,1015.4,10,1/1/2015 4:00,1
LAS,2015,1,1,5,36,18,47.57,180,4.60312,5.297178434,0,1015.9,10,1/1/2015 5:00,1
LAS,2015,1,1,6,36,18,47.57,0,0,0,0,1015.9,10,1/1/2015 6:00,1
LAS,2015,1,1,7,35,17,47.42,210,8.05546,9.270062259,0,1015.4,10,1/1/2015 7:00,1
LAS,2015,1,1,8,35,18,49.3,200,8.05546,9.270062259,0,NA,10,1/1/2015 8:00,1
LAS,2015,1,1,9,32,17,53.6,190,10.35702,11.91865148,0,1015.9,10,1/1/2015 9:00,1
LAS,2015,1,1,10,33,16,48.98,200,9.20624,10.59435687,0,1016.1,10,1/1/2015 10:00,1
LAS,2015,1,1,11,31,17,55.99,160,5.7539,6.621473042,0,1016.5,10,1/1/2015 11:00,1
LAS,2015,1,1,12,33,15,47.1,200,6.90468,7.94576765,0,1016.9,10,1/1/2015 12:00,1
LAS,2015,1,1,13,32,16,51.15,190,8.05546,9.270062259,0,1018.1,10,1/1/2015 13:00,1
LAS,2015,1,1,14,30,14,50.84,190,9.20624,10.59435687,0,1018.8,10,1/1/2015 14:00,1
LAS,2015,1,1,15,32,17,53.6,190,10.35702,11.91865148,0,1019.5,10,1/1/2015 15:00,1
LAS,2015,1,1,16,35,19,51.64,200,8.05546,9.270062259,0,1020.4,10,1/1/2015 16:00,1
LAS,2015,1,1,17,39,18,42.18,140,3.45234,3.972883825,0,1020.9,10,1/1/2015 17:00,1
LAS,2015,1,1,18,39,16,38.72,180,5.7539,6.621473042,0,1020.1,10,1/1/2015 18:00,1
LAS,2015,1,1,19,43,14,30.47,0,0,0,0,1019.4,10,1/1/2015 19:00,1
LAS,2015,1,1,20,43,12,27.92,180,6.90468,7.94576765,0,1018.6,10,1/1/2015 20:00,1
LAS,2015,1,1,21,45,10,23.7,180,5.7539,6.621473042,0,1018,10,1/1/2015 21:00,1
LAS,2015,1,1,22,46,9,21.68,180,3.45234,3.972883825,0,1018.4,10,1/1/2015 22:00,1
LAS,2015,1,1,23,44,10,24.53,140,3.45234,3.972883825,0,1018.8,10,1/1/2015 23:00,1
LAS,2015,1,2,0,42,11,27.55,100,4.60312,5.297178434,0,1019.2,10,1/2/2015 0:00,1
LAS,2015,1,2,1,40,13,32.7,160,5.7539,6.621473042,0,1020.1,10,1/2/2015 1:00,1
LAS,2015,1,2,2,40,15,35.95,150,5.7539,6.621473042,0,1020.6,10,1/2/2015 2:00,1
LAS,2015,1,2,3,38,15,38.84,190,4.60312,5.297178434,0,1020.9,10,1/2/2015 3:00,1
LAS,2015,1,2,4,36,14,40.05,230,6.90468,7.94576765,0,1021,10,1/2/2015 4:00,1
LAS,2015,1,2,5,34,14,43.34,230,6.90468,7.94576765,0,1020.7,10,1/2/2015 5:00,1
LAS,2015,1,2,6,33,14,44.92,200,9.20624,10.59435687,0,1020.8,10,1/2/2015 6:00,1
LAS,2015,1,2,7,32,14,46.92,210,5.7539,6.621473042,0,1020.6,10,1/2/2015 7:00,1
LAS,2015,1,2,8,32,13,44.74,190,8.05546,9.270062259,0,1020.4,10,1/2/2015 8:00,1
LAS,2015,1,2,9,30,11,44.41,210,8.05546,9.270062259,0,1020.7,10,1/2/2015 9:00,1
LAS,2015,1,2,10,30,12,46.59,200,10.35702,11.91865148,0,1020.3,10,1/2/2015 10:00,1
LAS,2015,1,2,11,29,12,48.69,200,5.7539,6.621473042,0,1020.6,10,1/2/2015 11:00,1
LAS,2015,1,2,12,30,13,48.48,200,8.05546,9.270062259,0,1020.4,10,1/2/2015 12:00,1
LAS,2015,1,2,13,29,12,48.69,210,8.05546,9.270062259,0,1021.1,10,1/2/2015 13:00,1
LAS,2015,1,2,14,29,12,48.69,200,10.35702,11.91865148,0,1021.3,10,1/2/2015 14:00,1
LAS,2015,1,2,15,32,12,43,200,10.35702,11.91865148,0,1022,10,1/2/2015 15:00,1
LAS,2015,1,2,16,37,13,36.6,0,0,0,0,1022.2,10,1/2/2015 16:00,1
LAS,2015,1,2,17,40,11,29.95,190,4.60312,5.297178434,0,1022.2,10,1/2/2015 17:00,1
LAS,2015,1,2,18,43,11,26.61,NA,3.45234,3.972883825,0,1021.2,10,1/2/2015 18:00,1
LAS,2015,1,2,19,45,10,23.7,0,0,0,0,1019.8,10,1/2/2015 19:00,1
LAS,2015,1,2,20,46,10,22.75,0,0,0,0,1018.8,10,1/2/2015 20:00,1
LAS,2015,1,2,21,47,10,21.99,0,0,0,0,1018.4,10,1/2/2015 21:00,1
LAS,2015,1,2,22,49,10,20.42,200,3.45234,3.972883825,0,1018.1,10,1/2/2015 22:00,1
LAS,2015,1,2,23,49,10,20.42,180,3.45234,3.972883825,0,1018,10,1/2/2015 23:00,1
LAS,2015,1,3,0,47,10,21.99,170,3.45234,3.972883825,0,1017.6,10,1/3/2015 0:00,1
LAS,2015,1,3,1,46,11,23.68,210,8.05546,9.270062259,0,1017.9,10,1/3/2015 1:00,1
LAS,2015,1,3,2,43,12,27.92,210,8.05546,9.270062259,0,1018.7,10,1/3/2015 2:00,1
LAS,2015,1,3,3,39,11,31.02,210,10.35702,11.91865148,0,1019,10,1/3/2015 3:00,1
LAS,2015,1,3,4,39,12,32.55,190,6.90468,7.94576765,0,1019,10,1/3/2015 4:00,1
LAS,2015,1,3,5,37,12,35.17,200,8.05546,9.270062259,0,1019.2,10,1/3/2015 5:00,1
LAS,2015,1,3,6,36,13,38.2,220,6.90468,7.94576765,0,1019.5,10,1/3/2015 6:00,1
LAS,2015,1,3,7,36,13,38.2,200,9.20624,10.59435687,0,1019.6,10,1/3/2015 7:00,1
LAS,2015,1,3,8,34,13,41.33,200,8.05546,9.270062259,0,1019.5,10,1/3/2015 8:00,1
LAS,2015,1,3,9,34,14,43.34,200,8.05546,9.270062259,0,1019.7,10,1/3/2015 9:00,1
LAS,2015,1,3,10,34,14,43.34,200,10.35702,11.91865148,0,1019.6,10,1/3/2015 10:00,1
LAS,2015,1,3,11,32,13,44.74,200,8.05546,9.270062259,0,1019.9,10,1/3/2015 11:00,1
LAS,2015,1,3,12,32,13,44.74,240,3.45234,3.972883825,0,1019.9,10,1/3/2015 12:00,1
LAS,2015,1,3,13,32,13,44.74,200,10.35702,11.91865148,0,1020.3,10,1/3/2015 13:00,1
LAS,2015,1,3,14,33,14,44.92,230,5.7539,6.621473042,0,1021.7,10,1/3/2015 14:00,1
LAS,2015,1,3,15,36,14,40.05,200,8.05546,9.270062259,0,1022.5,10,1/3/2015 15:00,1
LAS,2015,1,3,16,40,14,34.29,200,8.05546,9.270062259,0,1023.1,10,1/3/2015 16:00,1
LAS,2015,1,3,17,44,13,27.88,260,5.7539,6.621473042,0,1023,10,1/3/2015 17:00,1
LAS,2015,1,3,18,47,13,24.99,160,3.45234,3.972883825,0,1022.3,10,1/3/2015 18:00,1
LAS,2015,1,3,19,49,14,24.33,NA,3.45234,3.972883825,0,1021.4,10,1/3/2015 19:00,1
LAS,2015,1,3,20,49,13,23.2,NA,3.45234,3.972883825,0,1020.9,10,1/3/2015 20:00,1
LAS,2015,1,3,21,50,13,22.28,0,0,0,0,1020.8,10,1/3/2015 21:00,1
LAS,2015,1,3,22,52,13,20.71,140,4.60312,5.297178434,0,1020.9,10,1/3/2015 22:00,1
LAS,2015,1,3,23,51,14,22.45,120,4.60312,5.297178434,0,1021.3,10,1/3/2015 23:00,1
LAS,2015,1,4,0,48,15,26.38,150,3.45234,3.972883825,0,1021.9,10,1/4/2015 0:00,1
LAS,2015,1,4,1,47,15,27.47,180,4.60312,5.297178434,0,1022.6,10,1/4/2015 1:00,1
LAS,2015,1,4,2,46,15,28.42,190,5.7539,6.621473042,0,1023.6,10,1/4/2015 2:00,1
LAS,2015,1,4,3,44,16,31.87,210,6.90468,7.94576765,0,1024.5,10,1/4/2015 3:00,1
LAS,2015,1,4,4,42,16,34.38,210,5.7539,6.621473042,0,1025.1,10,1/4/2015 4:00,1
LAS,2015,1,4,5,40,16,37.38,220,4.60312,5.297178434,0,1025.7,10,1/4/2015 5:00,1
LAS,2015,1,4,6,40,16,37.38,230,6.90468,7.94576765,0,1026.1,10,1/4/2015 6:00,1
LAS,2015,1,4,7,39,17,40.57,210,6.90468,7.94576765,0,1026.2,10,1/4/2015 7:00,1
LAS,2015,1,4,8,37,17,43.85,210,6.90468,7.94576765,0,1026.3,10,1/4/2015 8:00,1
LAS,2015,1,4,9,37,17,43.85,230,6.90468,7.94576765,0,1026.6,10,1/4/2015 9:00,1
LAS,2015,1,4,10,36,17,45.76,230,5.7539,6.621473042,0,1026.9,10,1/4/2015 10:00,1
LAS,2015,1,4,11,35,17,47.42,230,5.7539,6.621473042,0,1027,10,1/4/2015 11:00,1
LAS,2015,1,4,12,34,17,49.51,190,10.35702,11.91865148,0,1027.1,10,1/4/2015 12:00,1
LAS,2015,1,4,13,33,17,51.33,200,11.5078,13.24294608,0,1028.2,10,1/4/2015 13:00,1
LAS,2015,1,4,14,33,17,51.33,200,8.05546,9.270062259,0,NA,10,1/4/2015 14:00,1
LAS,2015,1,4,15,37,18,45.58,190,6.90468,7.94576765,0,1029.4,10,1/4/2015 15:00,1
LAS,2015,1,4,16,42,18,37.46,180,4.60312,5.297178434,0,1030,10,1/4/2015 16:00,1
LAS,2015,1,4,17,45,18,33.55,0,0,0,0,1030,10,1/4/2015 17:00,1
LAS,2015,1,4,18,49,18,28.89,0,0,0,0,1029.4,10,1/4/2015 18:00,1
LAS,2015,1,4,19,50,17,26.7,160,4.60312,5.297178434,0,1028.9,10,1/4/2015 19:00,1
LAS,2015,1,4,20,51,17,25.65,NA,3.45234,3.972883825,0,1028.1,10,1/4/2015 20:00,1
LAS,2015,1,4,21,52,17,24.81,0,0,0,0,1028,10,1/4/2015 21:00,1
LAS,2015,1,4,22,51,17,25.65,0,0,0,0,1027.7,10,1/4/2015 22:00,1
LAS,2015,1,4,23,51,18,26.66,0,0,0,0,1028.7,10,1/4/2015 23:00,1
LAS,2015,1,5,0,51,18,26.66,180,4.60312,5.297178434,0,1028.7,10,1/5/2015 0:00,1
LAS,2015,1,5,1,49,18,28.89,220,6.90468,7.94576765,0,1029.2,10,1/5/2015 1:00,1
LAS,2015,1,5,2,48,19,31.3,210,6.90468,7.94576765,0,1029.5,10,1/5/2015 2:00,1
LAS,2015,1,5,3,46,19,33.73,200,9.20624,10.59435687,0,1029.6,10,1/5/2015 3:00,1
LAS,2015,1,5,4,44,19,36.36,200,5.7539,6.621473042,0,1029.8,10,1/5/2015 4:00,1
LAS,2015,1,5,5,43,20,39.38,220,5.7539,6.621473042,0,1030,10,1/5/2015 5:00,1
LAS,2015,1,5,6,43,20,39.38,240,5.7539,6.621473042,0,1029.9,10,1/5/2015 6:00,1
LAS,2015,1,5,7,40,20,44.33,210,9.20624,10.59435687,0,1029.3,10,1/5/2015 7:00,1
LAS,2015,1,5,8,39,19,44.18,200,10.35702,11.91865148,0,1029.6,10,1/5/2015 8:00,1
LAS,2015,1,5,9,38,19,46.09,200,10.35702,11.91865148,0,1029.9,10,1/5/2015 9:00,1
LAS,2015,1,5,10,37,19,47.75,200,6.90468,7.94576765,0,1029.7,10,1/5/2015 10:00,1
LAS,2015,1,5,11,37,19,47.75,200,11.5078,13.24294608,0,1029.4,10,1/5/2015 11:00,1
LAS,2015,1,5,12,37,19,47.75,210,6.90468,7.94576765,0,1029.7,10,1/5/2015 12:00,1
LAS,2015,1,5,13,37,20,49.62,210,8.05546,9.270062259,0,1030.1,10,1/5/2015 13:00,1
LAS,2015,1,5,14,38,20,47.89,200,5.7539,6.621473042,0,1030.6,10,1/5/2015 14:00,1
LAS,2015,1,5,15,42,21,42.69,210,5.7539,6.621473042,0,1031.4,10,1/5/2015 15:00,1
LAS,2015,1,5,16,46,20,35.05,200,4.60312,5.297178434,0,1031.4,10,1/5/2015 16:00,1
LAS,2015,1,5,17,51,20,29.02,160,4.60312,5.297178434,0,1030.9,10,1/5/2015 17:00,1
LAS,2015,1,5,18,53,20,26.98,0,0,0,0,1029.7,10,1/5/2015 18:00,1
LAS,2015,1,5,19,55,19,24.15,0,0,0,0,1028.7,10,1/5/2015 19:00,1
LAS,2015,1,5,20,57,20,23.36,170,4.60312,5.297178434,0,1027.9,10,1/5/2015 20:00,1
LAS,2015,1,5,21,58,20,22.61,180,4.60312,5.297178434,0,1027.5,10,1/5/2015 21:00,1
LAS,2015,1,5,22,59,20,21.76,170,4.60312,5.297178434,0,1027.1,10,1/5/2015 22:00,1
LAS,2015,1,5,23,59,20,21.76,160,4.60312,5.297178434,0,1027.1,10,1/5/2015 23:00,1
LAS,2015,1,6,0,58,21,23.68,190,5.7539,6.621473042,0,1027.3,10,1/6/2015 0:00,1
LAS,2015,1,6,1,55,22,27.3,200,6.90468,7.94576765,0,1027.3,10,1/6/2015 1:00,1
LAS,2015,1,6,2,53,22,29.35,220,6.90468,7.94576765,0,1027.2,10,1/6/2015 2:00,1
LAS,2015,1,6,3,51,22,31.57,210,5.7539,6.621473042,0,1027.4,10,1/6/2015 3:00,1
LAS,2015,1,6,4,50,23,34.39,230,5.7539,6.621473042,0,1027.5,10,1/6/2015 4:00,1
LAS,2015,1,6,5,47,23,38.56,210,8.05546,9.270062259,0,1027.3,10,1/6/2015 5:00,1
LAS,2015,1,6,6,47,22,36.85,200,10.35702,11.91865148,0,1027.3,10,1/6/2015 6:00,1
LAS,2015,1,6,7,46,22,38.12,230,4.60312,5.297178434,0,1027.5,10,1/6/2015 7:00,1
LAS,2015,1,6,8,46,23,39.9,240,8.05546,9.270062259,0,1027.7,10,1/6/2015 8:00,1
LAS,2015,1,6,9,47,23,38.56,230,8.05546,9.270062259,0,1028.2,10,1/6/2015 9:00,1
LAS,2015,1,6,10,43,23,44.83,200,11.5078,13.24294608,0,1028.3,10,1/6/2015 10:00,1
LAS,2015,1,6,11,43,23,44.83,200,9.20624,10.59435687,0,1027.7,10,1/6/2015 11:00,1
LAS,2015,1,6,12,43,23,44.83,190,10.35702,11.91865148,0,1027.8,10,1/6/2015 12:00,1
LAS,2015,1,6,13,43,23,44.83,210,8.05546,9.270062259,0,1028.1,10,1/6/2015 13:00,1
LAS,2015,1,6,14,43,24,46.91,200,9.20624,10.59435687,0,1028.5,10,1/6/2015 14:00,1
LAS,2015,1,6,15,48,25,40.22,200,5.7539,6.621473042,0,1028.8,10,1/6/2015 15:00,1
LAS,2015,1,6,16,52,26,36.31,190,3.45234,3.972883825,0,1029,10,1/6/2015 16:00,1
LAS,2015,1,6,17,56,25,30.04,190,6.90468,7.94576765,0,1028.7,10,1/6/2015 17:00,1
LAS,2015,1,6,18,60,25,25.89,190,6.90468,7.94576765,0,1027.3,10,1/6/2015 18:00,1
LAS,2015,1,6,19,62,27,26.19,NA,3.45234,3.972883825,0,1026.1,10,1/6/2015 19:00,1
LAS,2015,1,6,20,65,27,23.68,180,6.90468,7.94576765,0,1025,10,1/6/2015 20:00,1
LAS,2015,1,6,21,67,27,22.1,180,4.60312,5.297178434,0,1024.1,10,1/6/2015 21:00,1
LAS,2015,1,6,22,68,28,22.26,180,4.60312,5.297178434,0,1023.8,10,1/6/2015 22:00,1
LAS,2015,1,6,23,68,29,23.1,170,4.60312,5.297178434,0,1023.5,10,1/6/2015 23:00,1
LAS,2015,1,7,0,64,30,27.7,170,5.7539,6.621473042,0,1023.5,10,1/7/2015 0:00,1
LAS,2015,1,7,1,63,30,28.77,210,6.90468,7.94576765,0,1023.7,10,1/7/2015 1:00,1
LAS,2015,1,7,2,58,30,34.41,210,9.20624,10.59435687,0,1024.1,10,1/7/2015 2:00,1
LAS,2015,1,7,3,55,30,38.19,200,8.05546,9.270062259,0,1024.4,10,1/7/2015 3:00,1
LAS,2015,1,7,4,53,31,42.58,230,4.60312,5.297178434,0,1025,10,1/7/2015 4:00,1
LAS,2015,1,7,5,53,31,42.58,250,9.20624,10.59435687,0,1024.9,10,1/7/2015 5:00,1
LAS,2015,1,7,6,54,31,41.2,180,8.05546,9.270062259,0,1024.8,10,1/7/2015 6:00,1
LAS,2015,1,7,7,51,31,45.81,200,9.20624,10.59435687,0,1024.8,10,1/7/2015 7:00,1
LAS,2015,1,7,8,50,31,47.68,210,6.90468,7.94576765,0,1024.5,10,1/7/2015 8:00,1
LAS,2015,1,7,9,50,31,47.68,230,6.90468,7.94576765,0,1024.7,10,1/7/2015 9:00,1
LAS,2015,1,7,10,48,31,51.34,200,12.65858,14.56724069,0,1025.1,10,1/7/2015 10:00,1
LAS,2015,1,7,11,47,32,55.85,240,8.05546,9.270062259,0,1024.4,10,1/7/2015 11:00,1
LAS,2015,1,7,12,50,32,49.81,210,8.05546,9.270062259,0,1024.3,10,1/7/2015 12:00,1
LAS,2015,1,7,13,47,32,55.85,230,6.90468,7.94576765,0,1024.4,10,1/7/2015 13:00,1
LAS,2015,1,7,14,49,32,51.85,210,6.90468,7.94576765,0,1024.6,10,1/7/2015 14:00,1
LAS,2015,1,7,15,51,33,49.97,250,4.60312,5.297178434,0,1025.2,10,1/7/2015 15:00,1
LAS,2015,1,7,16,58,33,38.94,210,6.90468,7.94576765,0,1025.2,10,1/7/2015 16:00,1
LAS,2015,1,7,17,62,34,34.83,170,3.45234,3.972883825,0,1024.7,10,1/7/2015 17:00,1
LAS,2015,1,7,18,64,34,32.49,170,3.45234,3.972883825,0,1023.7,10,1/7/2015 18:00,1
LAS,2015,1,7,19,67,34,29.39,190,4.60312,5.297178434,0,1022.5,10,1/7/2015 19:00,1
LAS,2015,1,7,20,69,33,26.32,180,3.45234,3.972883825,0,1021.1,10,1/7/2015 20:00,1
LAS,2015,1,7,21,71,33,24.6,190,5.7539,6.621473042,0,1020.6,10,1/7/2015 21:00,1
LAS,2015,1,7,22,73,33,23.01,180,3.45234,3.972883825,0,1020.4,10,1/7/2015 22:00,1
LAS,2015,1,7,23,72,32,22.85,0,0,0,0,1020,10,1/7/2015 23:00,1
LAS,2015,1,8,0,69,33,26.32,210,6.90468,7.94576765,0,1019.7,10,1/8/2015 0:00,1
LAS,2015,1,8,1,67,33,28.35,210,6.90468,7.94576765,0,1019.8,10,1/8/2015 1:00,1
LAS,2015,1,8,2,61,33,34.91,210,9.20624,10.59435687,0,1020,10,1/8/2015 2:00,1
LAS,2015,1,8,3,59,32,35.87,210,6.90468,7.94576765,0,1019.7,10,1/8/2015 3:00,1
LAS,2015,1,8,4,56,32,40.05,190,8.05546,9.270062259,0,1019.8,10,1/8/2015 4:00,1
LAS,2015,1,8,5,55,32,41.38,220,8.05546,9.270062259,0,1019.4,10,1/8/2015 5:00,1
LAS,2015,1,8,6,58,32,37.28,230,8.05546,9.270062259,0,1019,10,1/8/2015 6:00,1
LAS,2015,1,8,7,57,32,38.51,0,0,0,0,1018.8,10,1/8/2015 7:00,1
LAS,2015,1,8,8,53,33,46.46,180,10.35702,11.91865148,0,1018.9,10,1/8/2015 8:00,1
LAS,2015,1,8,9,52,32,46.28,210,6.90468,7.94576765,0,1019.1,10,1/8/2015 9:00,1
LAS,2015,1,8,10,50,32,49.81,200,9.20624,10.59435687,0,1018.7,10,1/8/2015 10:00,1
LAS,2015,1,8,11,50,31,47.68,200,10.35702,11.91865148,0,1018.1,10,1/8/2015 11:00,1
LAS,2015,1,8,12,49,31,49.64,200,9.20624,10.59435687,0,1018.1,10,1/8/2015 12:00,1
LAS,2015,1,8,13,48,31,51.34,210,6.90468,7.94576765,0,1018.3,10,1/8/2015 13:00,1
LAS,2015,1,8,14,49,32,51.85,200,8.05546,9.270062259,0,1019,10,1/8/2015 14:00,1
LAS,2015,1,8,15,53,32,44.48,210,5.7539,6.621473042,0,1019.8,10,1/8/2015 15:00,1
LAS,2015,1,8,16,56,33,41.82,190,8.05546,9.270062259,0,1020.3,10,1/8/2015 16:00,1
LAS,2015,1,8,17,60,32,34.51,180,8.05546,9.270062259,0,1019.7,10,1/8/2015 17:00,1
LAS,2015,1,8,18,63,32,31.17,170,4.60312,5.297178434,0,1018.3,10,1/8/2015 18:00,1
LAS,2015,1,8,19,65,32,29.08,NA,3.45234,3.972883825,0,1016.7,10,1/8/2015 19:00,1
LAS,2015,1,8,20,67,31,25.99,150,5.7539,6.621473042,0,1015.6,10,1/8/2015 20:00,1
LAS,2015,1,8,21,68,31,25.04,160,3.45234,3.972883825,0,1014.8,10,1/8/2015 21:00,1
LAS,2015,1,8,22,68,31,25.04,150,4.60312,5.297178434,0,1015,10,1/8/2015 22:00,1
LAS,2015,1,8,23,68,32,26.15,160,4.60312,5.297178434,0,1015,10,1/8/2015 23:00,1
LAS,2015,1,9,0,65,32,29.08,160,5.7539,6.621473042,0,1015,10,1/9/2015 0:00,1
LAS,2015,1,9,1,63,33,32.55,200,9.20624,10.59435687,0,1015.3,10,1/9/2015 1:00,1
LAS,2015,1,9,2,61,32,33.42,220,8.05546,9.270062259,0,1015.6,10,1/9/2015 2:00,1
LAS,2015,1,9,3,57,32,38.51,210,8.05546,9.270062259,0,1015.6,10,1/9/2015 3:00,1
LAS,2015,1,9,4,54,32,43.04,220,3.45234,3.972883825,0,1015.5,10,1/9/2015 4:00,1
LAS,2015,1,9,5,54,32,43.04,200,8.05546,9.270062259,0,1015.3,10,1/9/2015 5:00,1
LAS,2015,1,9,6,52,32,46.28,200,8.05546,9.270062259,0,1015.1,10,1/9/2015 6:00,1
LAS,2015,1,9,7,51,32,47.85,210,6.90468,7.94576765,0,1015,10,1/9/2015 7:00,1
LAS,2015,1,9,8,49,32,51.85,200,9.20624,10.59435687,0,1015.1,10,1/9/2015 8:00,1
LAS,2015,1,9,9,48,31,51.34,210,9.20624,10.59435687,0,1015.2,10,1/9/2015 9:00,1
LAS,2015,1,9,10,48,32,53.63,200,9.20624,10.59435687,0,1015.1,10,1/9/2015 10:00,1
LAS,2015,1,9,11,47,31,53.47,200,8.05546,9.270062259,0,1014.9,10,1/9/2015 11:00,1
LAS,2015,1,9,12,46,31,55.32,200,9.20624,10.59435687,0,1015.1,10,1/9/2015 12:00,1
LAS,2015,1,9,13,47,31,53.47,200,9.20624,10.59435687,0,1015.3,10,1/9/2015 13:00,1
LAS,2015,1,9,14,47,31,53.47,210,6.90468,7.94576765,0,1015.9,10,1/9/2015 14:00,1
LAS,2015,1,9,15,50,32,49.81,200,8.05546,9.270062259,0,1016.8,10,1/9/2015 15:00,1
LAS,2015,1,9,16,52,32,46.28,190,6.90468,7.94576765,0,NA,10,1/9/2015 16:00,1
LAS,2015,1,9,17,58,33,38.94,180,3.45234,3.972883825,0,1017.4,10,1/9/2015 17:00,1
LAS,2015,1,9,18,62,33,33.6,140,3.45234,3.972883825,0,1016.4,10,1/9/2015 18:00,1
LAS,2015,1,9,19,63,32,31.17,150,4.60312,5.297178434,0,1015.2,10,1/9/2015 19:00,1
LAS,2015,1,9,20,65,32,29.08,70,3.45234,3.972883825,0,1014.3,10,1/9/2015 20:00,1
LAS,2015,1,9,21,66,32,28.01,160,4.60312,5.297178434,0,1014,10,1/9/2015 21:00,1
LAS,2015,1,9,22,66,32,28.01,170,4.60312,5.297178434,0,1014,10,1/9/2015 22:00,1
LAS,2015,1,9,23,65,32,29.08,170,4.60312,5.297178434,0,1014.2,10,1/9/2015 23:00,1
LAS,2015,1,10,0,64,34,32.49,170,5.7539,6.621473042,0,1014.2,10,1/10/2015 0:00,1
LAS,2015,1,10,1,63,34,33.75,200,9.20624,10.59435687,0,1014.6,10,1/10/2015 1:00,1
LAS,2015,1,10,2,62,34,34.83,200,8.05546,9.270062259,0,1014.8,10,1/10/2015 2:00,1
LAS,2015,1,10,3,60,34,37.37,200,8.05546,9.270062259,0,1015,10,1/10/2015 3:00,1
LAS,2015,1,10,4,59,35,40.54,200,8.05546,9.270062259,0,1014.8,10,1/10/2015 4:00,1
LAS,2015,1,10,5,56,36,46.91,200,8.05546,9.270062259,0,1014.7,10,1/10/2015 5:00,1
LAS,2015,1,10,6,54,36,50.42,200,8.05546,9.270062259,0,1014.4,10,1/10/2015 6:00,1
LAS,2015,1,10,7,53,35,50.28,220,5.7539,6.621473042,0,1014.4,10,1/10/2015 7:00,1
LAS,2015,1,10,8,52,35,52.32,210,6.90468,7.94576765,0,1014.3,10,1/10/2015 8:00,1
LAS,2015,1,10,9,53,35,50.28,210,4.60312,5.297178434,0,1014.4,10,1/10/2015 9:00,1
LAS,2015,1,10,10,54,35,48.65,220,5.7539,6.621473042,0,1014.1,10,1/10/2015 10:00,1
LAS,2015,1,10,11,52,35,52.32,230,6.90468,7.94576765,0,1014,10,1/10/2015 11:00,1
LAS,2015,1,10,12,52,35,52.32,200,5.7539,6.621473042,0,1014.1,10,1/10/2015 12:00,1
LAS,2015,1,10,13,52,35,52.32,190,8.05546,9.270062259,0,1014.5,10,1/10/2015 13:00,1
LAS,2015,1,10,14,52,35,52.32,240,6.90468,7.94576765,0,1014.8,10,1/10/2015 14:00,1
LAS,2015,1,10,15,53,35,50.28,240,6.90468,7.94576765,0,1015.4,10,1/10/2015 15:00,1
LAS,2015,1,10,16,58,36,43.67,200,3.45234,3.972883825,0,1016.2,10,1/10/2015 16:00,1
LAS,2015,1,10,17,59,36,42.02,170,4.60312,5.297178434,0,1016.1,10,1/10/2015 17:00,1
LAS,2015,1,10,18,61,36,39.15,170,3.45234,3.972883825,0,1015.2,10,1/10/2015 18:00,1
LAS,2015,1,10,19,62,36,37.69,150,5.7539,6.621473042,0,1014.2,10,1/10/2015 19:00,1
LAS,2015,1,10,20,63,36,36.51,160,4.60312,5.297178434,0,1013.3,10,1/10/2015 20:00,1
LAS,2015,1,10,21,65,38,36.83,0,0,0,0,1012.9,10,1/10/2015 21:00,1
LAS,2015,1,10,22,65,39,38.42,140,3.45234,3.972883825,0,1012.6,10,1/10/2015 22:00,1
LAS,2015,1,10,23,64,41,42.82,NA,3.45234,3.972883825,0,1012.9,10,1/10/2015 23:00,1
LAS,2015,1,11,0,62,41,45.91,60,3.45234,3.972883825,0,1013.2,10,1/11/2015 0:00,1
LAS,2015,1,11,1,60,42,51.34,0,0,0,0,1013.7,10,1/11/2015 1:00,1
LAS,2015,1,11,2,60,42,51.34,0,0,0,0,1014,10,1/11/2015 2:00,1
LAS,2015,1,11,3,58,42,55.47,0,0,0,0,1014.3,10,1/11/2015 3:00,1
LAS,2015,1,11,4,57,39,50.88,230,6.90468,7.94576765,0,1014.4,10,1/11/2015 4:00,1
LAS,2015,1,11,5,57,40,52.7,220,6.90468,7.94576765,0,1014.7,10,1/11/2015 5:00,1
LAS,2015,1,11,6,56,40,54.8,230,6.90468,7.94576765,0,1014.7,10,1/11/2015 6:00,1
LAS,2015,1,11,7,55,41,59.04,230,6.90468,7.94576765,0,1014.8,10,1/11/2015 7:00,1
LAS,2015,1,11,8,53,41,63.47,230,6.90468,7.94576765,0,1014.9,10,1/11/2015 8:00,1
LAS,2015,1,11,9,53,42,66.17,210,6.90468,7.94576765,0,1015.2,10,1/11/2015 9:00,1
LAS,2015,1,11,10,52,43,71.28,260,3.45234,3.972883825,0,1015.3,10,1/11/2015 10:00,1
LAS,2015,1,11,11,52,44,74.29,250,3.45234,3.972883825,0,1015.1,10,1/11/2015 11:00,1
